album,singer,song,lyric,written_by,genre
,Manel, Captatio benevolentiae,"Provem d'encaixar en escenes boniques,,en ports de diumenge farcits de ganivets,,en grans sobretaules on els avis canten,,en nits vora el foc abraçats a una manta.,Es tracta de ser els simpàtics del barri,,els que ballen i ballen fins que els músics parinn,i irrompre arrogants lluint les millors gales,en discos amb dones amb feines estables.,I, a vegades, ens en sortim.,I, a vegades, ens en sortim.,I, a vegades, una tonteria de sobte ens indica que ens en sortim.,I, a vegades, una carambola de sobte ens demostren que ens en sortim.,Busquem quedar bé en el retaule magnífic,dels que van pel món amb posat monolític,i afronten la vida mirant-la a la cara,i un dia, contentes, compren flors a sa mare.,Intentem trampejar per ser persones dignes,,el pare modèlic que volen les filles,,el de la veu greu, el de la mà forta,,que paga un vermut i que arregla una porta.,I després tancar els ulls i sentir el món en calma,i dos ocellets fent piu-piu dalt d'un arbre,havent enllestit un gran epitafi,que arranqui somriures a tots els que passin,I, a vegades, ens en sortim.,I, a vegades, ens en sortim.,I, a vegades, una tonteria de sobte ens indica que ens en sortim.,I, a vegades, una carambola de sobte ens demostren que ens en sortim.,I, a vegades, ens en sortim.,I, a vegades, ens en sortim.,I, a vegades, una tonteria de sobte ens indica que ens en sortim.,I, a vegades, se'ns baixa la verge i de sobte ens revela que ens en sortim.,I, a vegades, contra tot pronóstic una gran bestiesa capgira allò que crèiem lògic,,tot fent evident,,que per un moment,,ens en sortim.
,
,
",,
,Manel, Dona estrangera,"El teu avi tenia un bigoti llarg i blanc,i el sucava en cervesa tèbia en tavernes dels Alps.,Pels matins les teves tietes baixen a banyar-se,a una platja escenari de la Segona Guerra Mundial,Dona estrangera,,com em veuen els teus ulls?,Ton pare destil·la prunes i les deixa fermentar,i en fires ex-soviètiques ven licors de vuitanta graus.,Al jardí la teva àvia vesteix quimono blanc,mentre el sol vermell es pon entre les branques d'un bonsai.,Dona estrangera,,com em veuen els teus ulls?,Dona estrangera.,Mentre ballem em mullen les aigües del Rin,,entro amb un tanc rus a Berlín,,m'espanta el teu passat viking.,Mentre ens besem entre copes d'arbres gegants,,ta mare resa a déus estranys,,ton pare educa uns elefants.,Quan fem l'amor dos-cents dansaires otomans,giren contents al meu voltant,somriuen i piquen de mans.,I ens abracem i pujo en un tramvia groc,,passejo entre obres del Barroc,,em perdo en la Terra del Foc.
,
,
",,
,Manel, Pla quinquennal,"Dormies mig agafada al meu braç,,ha sonat un clàxon de cotxe encallat,,has obert un ull mandrós i callat,i has tornat al teu somni privat.,Pujava el cafè i ens he recordat,ballant a una platja amb barrets mexicans,,la cara que feies al anar girant,crec que era de felicitat,,crec que era de felicitat.,De moment no et riuré més les gràcies,,per una vegada he entès el que cal.,Passi-ho bé, que m'esborro del mapa,per preparar a l'ombra un gran pla quinquennal.,Sento que et despertes, et vinc a buscar,,nena tens cafè, vols que torri pa?,Al diari rés massa estimulant,,mica en mica ja et vas despertant.,I fumes mirant els cotxes passar,,t'entregues a l'aire dens del veïnat,,penso proposar que baixem al far,,jo que mai he estat home de mar,,jo que mai he estat home de mar.,El primer any compraré una corbata ben llarga estampada de colors crus,,i, el segon, els millors professors europeus m'ensenyaran a fer el nus.,Pel tercer guardo l'antologia dels grans octosíl·labs que parlen de tu,i, pel quart, l'edició limitada folrada en vellut.,I el cinquè ens creuarem per l'Eixample i demanarem taula en un bar de menús.,Trauré pit, ensenyaré la corbata, i llavors, bonica,,dependrà de tu.,I llavors tot dependrà de tu.
,
,
",,
,Mancha De Rolando,Extraña Calma,"Lobos sedientos de amor, ,ciegos buscando un Dios, ,alguien que les muestre la voz, ,y que les dé calor. ,Pliegos de piel animal, ,que mastican tu alma y van ,apagando el fuego azul de tu eternidad ,y aunque no los ves, ahi estan. ,Yo vi su amor, yo vi el dolor, ,y senti una extraña calma, ,besé la cruz, ,seguí a mi luz, ,y hoy estoy en armas.
,
,
",,
,Manel, En la que el Bernat se't troba,"I ahir a la nit vam conèixer tres dones altes i elegants,i amb una em vaig posar d'acord,vam conversar, vam riure i hem fet l'amor.,I m'ha parlat del seu país i de les coses que fa aquí,amb un castellà força estrany, sorprenentment fluid.,""Quin nas més gros que tens"". m'ha dit,,la dona alta des del llit, i a la paret ha assenyalat,un quadre verd que de nena havia pintat.,I ""Que bonic! Que bonic! Que bonic!"" M'he dit,,quina nena més dolça devia ser,,quin plaer haver-la pogut conèixer fa molt de temps.,""Si tanques els dos ulls"", m'ha dit,,""si et quedes quiet a dins del llit, t'ensenyaré una cançó,que a casa em cantaven per anar a dormir.,Parla d'un bosc i d'un senyor que hi viu aïllat entre oms i flors,i es protegeix dels mals humans amb un exercit d'animals"",I ""Que bonic! Que bonic! Que bonic!"" m'he dit,,i quina veu més fina que té,,quin plaer haver-la pogut conèixer fa molt de temps.,Però el Bernat m'ha dit que t'ha vist per Barcelona,,que t'acompanyava un home molt alt,,que li has preguntat si encara ens freqüentàvem,i que m'envies molts records.
,
,
",,
,Mala Reputación, El Redil,"Busca la forma, encuentra ese demonio,,Lo hueles, te sube la fiebre el te ata al redil.,Desata tu mente, piensa que hay otras cosas,Humilde detalle, saltar del redil.,Empieza, acostumbrándote a todo.,Acabas por perder el control.,El rebaño vende calor.,Su precio te hace arder con la corriente.,Despierta, todo esta ardiendo,Coge las maletas, llena de polvo tus pies.,Ha pasado mucho tiempo.,Bordando a pulso tu propia red.,Busca la forma, encuentra ese demonio,,Lo hueles, te sube la fiebre el te ata al redil.,Desata tu mente, piensa que hay otras cosas,Humilde detalle, saltar del redil.,Comodidad, duerme tu instinto.,Hipnotizando al sentido común.,No quieres ofertas caras.,Te hacen esponja te colman de sed.,Despierta, todo esta en llamas.,El dinero abrasa a la honestidad.,Ellos te compran aunque no te vendas.,Ellos te obligan aunque tu no quieras.,Busca la forma, encuentra ese demonio,,Lo hueles, te sube la fiebre el te ata al redil.,Desata tu mente, piensa que hay otras cosas,Humilde detalle, saltar a tiempo del redil.,Quema el capricho, de él se escapan las manos.,Pon los pies en el suelo y ponte a correr.,Ya sabes, amigo, el dinero te ha perdido.,La avaricia mató al gato.
,
,
",,
,Manel,Avís per a navegants,"Has vist que bé que he parlat?,Quin discurs més ben travat?,Quins principis més clars i ferms,dignes d'un home de seny?,Però un avís per navegants,,fes-me cas els dies senars,i els parells fes com qui sent,que a la platja hi xiula el vent.,Sembles franca quan em dius,atractiu entre atractius,i que estimes, en el fons,,les meves imperfeccions.,Però jo, que vinc de grumet,els dies parells et crec,,que els senars,, sota dels pins,,tan sols cantes rodolins.
,
,
",,
,Manel, Roma,"Si hagués nascut a Roma, fa més de dos mil anys,,viuríem en un Imperi, tindríem un esclau,,i àmfores al pati plenes d'oli i vi,i una estàtua de marbre dedicada a mi.,Si hagués nascut a Roma, fa més de dos mil anys,,no faria olor de xampú el teu cabell daurat,,oferiríem bous als deus, brindaríem amb soldats,i ens despertaria un carro pujant per l'empedrat.,I els turistes es fan fotos on tu i jo vam esmorzar,,són les coses bones de passar a l'eternitat,,i una guia els ensenya el mosaic del menjador,,es retraten i passegen per la nostra habitació.,I ara un nen dibuixa a llapis a la sala del museu,el braçalet de maragdes que t'embolicava el peu,i un submarinista troba els nostres gots i els nostres plats,,són les coses bones de passar a l'eternitat.
,
,
",,
,Mala Reputación, Agradable Entendimiento,"Falta respeto a las horas,Sigo viviendo sin tiempo,Disfruto siempre a ciegas,Respiro cuando hay hueco,A correr otra vez más,Voy tomando mis atajos,¿Por qué acabo tropezando?,Tomo aliento, me levanto.,Pocas veces me conformo,Cuesta trabajo resignarse,Me destroza la paciencia.,Nunca pido que me esperen,Me encanta este vaivén,Cada uno va a su ritmo,Agradable entendimiento,A correr una vez más,Con afán de superarse,La experiencia me enseñó,A no fiarme del destino,Pocas veces me conformo,Cuesta trabajo resignarse,Me destroza la paciencia,No habrá cosa tan inútil como darse por vencido,Todo se puede parar y saber que se ha perdido.
,
,
",,
,Manel," Ai, Dolors","Ai, Dolors, porta'm al ball,,Avui que ve tothom, avui és quan hi hem d'anar.,Ai, Dolors, vindré cap al tard,Amb un cop de cotxe t'esperaré a baix.,I, Dolors, avui entre els caps no hi haurà mirades de complicitat,Ni, Dolors, cap dit despistat que fregui una esquena per casualitat.,Avui Dolors, jo picaré un ritme amb les mans,Mentre tu treus els tiquets de l'enèsim combinat.,Avui Dolors, proposa un tema al cantant,,Un que es rigui de tu i de mi i d'aquesta història que s'ha anat acabant.,Va, Dolors, que avui serem dos nens grans,,Res de tonteries, res de ser especials.,Un-dos-tres, un-dos-tres  cha-cha-cha,,Taló-punta, taló-punta, i torna a començar.,I, Dolors, ningú esperarà cap escena dolça davant cap portal,,Ni, Dolors, cap gran veritat serà revelada quan es faci clar.,Avui, dolors, mourem el cos al compàs,D'un tambor accelerat d'una gran línia de baix.,Avui, Dolors, proposa un tema al cantant,,Un que es rigui de tu i de mi i d'aquesta història que ja no és important.,Un que ens defineixi en tres acords,,Un que ens expliqui a la posteritat,,Un que conscientment sigui un punt i final,,Dolors, un que sembli impossible que pugui acabar.
,
,
",,
,"Marc And The Mambas,Lou Reed", Caroline Says,"Caroline says,as she gets up off the floor,Why is it that you beat me,it isn't any fun,Caroline says,as she makes up her eyes,You ought to learn more about yourself,think more than just I,But she's not afraid to die,all her friends call her ""Alaska"",When she takes speed, they laugh and ask her,What is in her mind,what is in her mind,Caroline says,as she gets up from the floor,You can hit me all you want to,but I don't love you anymore,Caroline says,while biting her lip,Life is meant to be more than this,and this is a bum trip,But she's not afraid to die,all her friends call her ""Alaska"",When she takes speed, they laugh and ask her,What is in her mind,what is in her mind,She put her fist through the window pane,It was such a funny feeling,It's so cold in Alaska,it's so cold in Alaska,It's so cold in Alaska
,
,
",,
,Marc And The Mambas, First Time,"Looking down into your acid eyes,I see a thousand wild nights,Rubbing your hand in the softest way,Across your necklace of bites,The streets are deserted, and so is your mind,We're so sick of the sight of each other,We've done this many times,Remember way back when,We were so shy and naive,Remember on the day you,Lost your youth upon the beach,And the demon kills an angel,As you came over the bed,So this is the big deal,The ultimate feeling,They claim in those books you read,The feeling of skin against skin,As you feel youth slide inside,And you shut your eyes in a wild relief,As you watch innocence die,Do you watch innocence die?,Looking down into your acid eyes,I see a thousand wild nights,Rubbing your hand in the softest way,Across your necklace of bites,The streets are deserted, and so is your mind,Wondering why we never can relive,Our very first time,Wondering why we never can relive,Our very first time,Wondering why we never can relive,Our very first time,Our very first time
,
,
",,
,Mala Reputación, Caer de Pie,"No sé de donde pero acabo de llegar,,Polizón sin rumbo en el mar cotidianidad.,Vacío la tristeza, comenzare a apreciar,Lo que tenga por delante. Me arranco sin pensar.,He llegado, voy de vuelta.,¡Acabo de empezar a vivir!,No me volveré a perder, estoy conmigo,,Contigo aprenderé a ser yo mismo.,No quiero volver al infierno,Siempre me había dejado vencer.,Juego en serio, ahora con la vida,Pa' aprender a caer de pie.,He matado a aquel cobarde que creía ser mi amigo.,No se preocupe por mi, moriré tranquilo,,Con la única intención,Se llegar a ser uno mismo.,No quiero volver al infierno,Siempre me había dejado vencer.,Juego en serio, ahora con la vida,Pa' aprender a caer de pie.
,
,
",,
,Marc And The Mambas, Angels,"The car drives on through suburbia ever after,This is the last game of all,After this is a down,Down slide and I think I may disappear,Here is where reality ends,And the rest takes over,And it's taking over here,Running wild in the sulky midnight air,Scorpio rising houses,And the fantasy's bigger and better,I never liked a fantasy,And the message goes,Love me or else,Because I may die tomorrow,And that would prey on your mind forever,The zombie bars,The big black cars,And they're playing the part of disposable stars,Oh, the sun is burning my shoulder,And the city streches away on a plane,And wow, I'm feeling like God again,The sulky smoke in a Greek café,The taste of the Turkish tea,Avoiding eyes and telling lies,And the things that make me happy,There is always the jest and the dancing,And the black, black heat,And a stubble breaking through the TV make-up,The Orange industrial strength,It's starting by now to look a little tainted,Oh, the west side the other world,Where the wind hisses through the meat hooks,And they are playing with danger,Like running uptown, come nightmare,Tell them to look for another game,It was the silence on the phone,And the last look you gave me was cold,It was the silence on the phone,And the last look you gave me was cold,It was the silence on the phone,And the last look you gave me was cold,It was the silence on the phone,And the last look you gave me was cold,And the last look you gave me was cold,It was the silence on the phone,And the last look you gave me was cold,It was the silence on the phone,And the last look you gave me was cold,And the last look you gave me was cold,And the last look you gave me was cold,You bastard, the last look you gave me was cold,You said you bastard, the last look you gave me was cold,You said you bastard, the last look you gave me was cold,This is the last game of all,This is the last game of all,It was cold
,
,
",,
,Marc And The Mambas, Catch A Fallen Star,"Black rings round your eyes,And you're spewing your lies,That you know is your old routine,Spilling your drink,With a nudge and wink,As you boast about people you've been,Smoking your cigarette,Down to the butt,And your teeth are as black as the tar,You tell them at sex,You're a stud in the bed,As you hang for your life on the bar,And you see your own peak,On the top of the mountain,Of bodies you trod on to get there,Shit on me, shit on her,Shit on you in the end,And they won't even lend you the bus fare,Now you're boring the pants off,The tart on the dance-floor,As you tell her the person you once were,She just sees you as trash,But she creams at the cash,That you might pay just to grope her,And this town is a potpourri of disease,Can you smell the herpes from the scum-sucking fucks,That hang around the same suckers each mid-night,You were being your photo,And spouting your promo,Flicking back your limp quiff,That's as limp as your dick,Irritating your greedy cross-eyed sight,Oh Christ and you're greasing up now,To the creepy old cow,That would sell out your mother and besides,Your sell-out assured,You were always a whore,And you've always been taken for long rides,At the smell of the bribe,You go jelly inside,As you step up the gold ladder to big time,Kick them on the way up, kick you on the way down,And you'll need them all again in good time,Your friend is the ""yes"" man,Who sits by your side,With his hand in your pocket all the time,And he's messing your head,Tries to get you in bed,Well it's all masturbation of a kind,What you earn, heaven knows,It goes straight up your nose,And you strangle your health in the end,And you're blinded by bull,And you've really been full,And it's driving you straight round the bend,And you're told that a smile is so worth your while,Its what ""yes"" men call diplomacy,It'll get you the goal,But while losing the soul,You're forgetting the quality,And you heave on your drink,As you're starting to think,That all that shines may not be lamи,But a cheap substitute,That'll give you the boot,You're just a stiff at a funeral party,Where you slouch on the bar,With your arm in the beer,Wearing yesterday's mascara today,And it runs when you cry about living a lie,And the lie's starting to fade away,Fade away,Fade away
,
,
",,
