album,singer,song,lyric,written_by,genre
,Washboard Sam, She Belongs To The Devil,"She belongs to the devil,Lord, I cried a-many day,Lord, she belongs to the devil,Lord, I cry a many day,Yes, that child is so weakend,Hoo-well, who could change her way?,She could wink a mean eye,Oh, she learn't me to sing the blues,She could wink a mean eye,Lord, she learn't me to sing the blues,An she had a little secret, hoo-Lord,Would make a washboard happy, too,Now, when we both was young,On our way to school,We stopped under a shade tree,Playing in the cool,Babe oh, babe oh, babe,Honey, you should have a heart,Just remember this day,Hoo, Lord, Lord, and we will never part,'Play it, play it, play it, boys',(instrumental & guitar),'Yas, yas','Um-Um-Um!','Um-hm',I did not know the year,Lord, neither the month she was born,I did not know the year,Lord, n' the month she was born,Yeah, she belongs to the devil,Hoo-well, she have wrecked a-many home.,~
,
,
",,
,Washboard Sam, I'm Feeling Low Down,"I've got the blues,I feel so low down,I've got the blues,I feel so low down,It's all about my baby,Down in my old home town,She got really white teeth,And long, black, wavey hair,She's got really white teeth,And long, black, wavey hair,Yes, I love my baby,'Cause that stuff is really, there,'Play it, boy!,'My, my, my',I'm goin' back home,Now, and take the righthand road,I'm goin' back home,And take the righthand road,An I ain't gon' stop,Until I get in my baby's do',These hometown blues,Have got me down in mind,These hometown blues,Have got me down in mind,Because I love my baby,And this sufferin's unkind ,'Play it boys, wup it','Yeah, yeah, yeah','Hit it!'.
,
,
",,
,Wildbirds & Peacedrums, Places,"what makes this place different from all the places we,have.  I smell the reborn earth in the noisy air.  a special,kind of warning something is going to fall.  who am I to,make a crowd out of moving people.  I don't look like,the rest and they don't look like each other.  we are all,black fishes in a bowl of glass just so easy to laugh,at.  what makes this lie sound so true.  and fight like a,rebel.  knee-high boots and a sharp umbrella.  some-,thing's gonna fall.  someone is going to lose something.  ,someone is going to lose someone.  something is going ,to happen that we never could have guessed from the ,start.  someone is going to lose something.  someone,is going to lose someone (something is going to be,kept in the dark till it drops go down fall).  how can the ,secret be a lie.  how can a lie look like the truth.  how ,can the truth just be a shadow.  a shadow to the secret.  ,how can the secret be a lie.  how can a lie look like the ,truth.  how can the truth just be a shadow.  a shadow ,to the secret.
,
,
",,
,Wildbirds & Peacedrums, Chain of Steel,"the chain is heavy heavier heaviest.  cold steel.  blue and,so not real.  in a very slow move she picks it up she kick,me up.  and then rattles rattles rattles rattles.  she's got a ,hold on me not in a tasty way.  she's got a hold on me,in a nasty way.  every person in me says no no no.  but,there is no other solution to this.  every person in me,says run now go.  before she will seal it with a snake's,kiss.  the bowl is full of sugar oh yeah.  the car is full of,smoke oh no.  the lemonade is too sour in this twilight,hour.  the geminis got separated oh why.  it was her fault,she did it just like she cut this big hole in my chest.  how,am i ever gonna get some rest.  she's got a hold on me.,not in a tasty way.  no she's got a hold on me in a nasty,way.  she picks it up.  she kick me up.  she picks it up.,she kick me up.  and then rattles rattles rattles rattles.
,
,
",,
,Wildbirds & Peacedrums, So Soft So Pink,"so soft pink the sky was.  he had his hand in my knee.,this evening nothing could fall down on me and him.,we did everything so slow.  on the radio a choir was,singing.  prayers and hope.  and now was the time.,the gentle snow was slowly dying on the ground.,we dig deep in the soil and in the smell of the earth.,white world.  i wonder about you,  you increase like I,do,  devoted I am.  a soon grown-up woman,  with a ,young-blooded man.  and many colours within.  so let us,not talk about the past.  the descending voices when we,dare to fall in each others arms.  there is nothing to say,about history.
,
,
",,
,Washboard Sam, Get Down Brother,"Now listen here, brother,You may can't understand,I might would ke'p a woman,But I will never ke'p a man,So, please get down, big boy,Man, you big enough to walk,And when I tell you 'bout a job,Hoo, Lord, you say you don't want no talk,You said you'd never work,As long as you was free,So, brother because I'm workin' ,Why you pick on me?,So, please get down, big boy,Man, you big enough to walk,And when I tell you 'bout a job,Hoo, Lord, you say you don't want no talk,'Play it one time',(guitar & instrumental),You'll come by my house,With a great long lie,You can say-a, 'Hello, friends,I'm just passin' by',You come to stay a day,And you stayed a week,And when my wife,Asked you to do her a favor,You pretend you were 'sleep,So, please get down big boy,Man, you big enough to walk,And when I tell you 'bout a job,Hoo, Lord, you say you don't want no talk.,Um-um-um!,~
,
,
",,
,Wildbirds & Peacedrums, Island,"on this island of no trust.  a shimmering mirage of,light.  he seeks not to be seem by anyone.  m=nails are,making harsh sounds on winter.  bending cold light,a bow.  a rainbow to run on.  to escape their disbelief.,he swimmed all the way to Iceland.  all the way like a,real man.  all you crystal clear blue eyes.  all you icemen,wearing swimsuits.  dragging someone downtown.  this,island is now moving.  like music for a movie made in ,spring.  singing.
,
,
",,
,Washboard Sam, Levee Camp Blues,"(Instrumental intro),'Boy, let's wind some',Yes, I worked in a levee camp,Just about a month ago,Says, I worked in a levee camp,Just about a month ago,Says, I wired so many wagons,It made my po' hands so',We slept just like dogs,Eat beans both night and day,We slept just like dogs,Eat beans both night and day,Well, I never did know,Just when we due our pay,They had two shifts on days,And the same two shifts at night,They had two shifts on days,And the same two shifts at night,But if a man wired wagons,He can't feed his baby, right,'Yeah boy, ya windin, now',(instrumental & guitar),'Oh, wind it',Electric lights gone out,Catapillar's boggin' down,Electric lights gone out,Catapillar's boggin' down,I'm gonna keep on windin','Cause I'm the best ol' winder in town.,~
,
,
",,
,Washboard Sam, Lover's Lane Blues,"My name is, Washboard Sam,But they call me, Lovin' Joe,Listen to what I says,If you really wants to know ,Ooh, baby,Meet me down in lover's lane,I want you to sit an listen,Hoo, girl to my wonderful plan,Now, baby I'm not a bad man,You know we ain't no kin,If you don't wanna be my woman,We will still be friends,Ooh, babe,Meet me down in lover's lane,I want you to sit an listen,Hoo, girl to my wonderful plan,Now, when we are talkin',I want you to hold my hand,Look me in the eye,I think I can make you understand,Whoa, babe,Meet me down in lover's lane,I want you to sit an listen,Hoo, Lord, to my wonderful plan,'Play it one time, boy, play it one time',(guitar & instrumental),I'll ask the ladies in yo' neighborhood,About my plans,And they all will tell you,That Lovin' Sam, is 'The Man',Ooh, babe,Meet me down in lover's lane,I want you to sit an listen,Hoo, girl, to my wonderful plan.,~
,
,
",,
,Wildbirds & Peacedrums, We Hold Each Other Song,"I miss the words we used to say,I miss the sounds of yesterday,I miss the games we used to play like ohhh,I was trapped inside a dream,I couldn't see her next to me,I didn't know she'd set me free like ohhh,Something happens when I hold her,She keeps my heart from getting older,When the days get short and the nights get a,Little bit colder,We hold each other,We hold each other,We hold each other,Everything looks different now,All this time my head was down,He came along and showed me how to let go,I can't remember where I'm from,All I know is who I've become,That our love has just begun like ohhh,Something happens when I hold him,He keeps my heart from getting broken,When the days get short and the nights get a,Little bit frozen,We hold each other,We hold each other,We hold each other,If I'm stressing you that blessing that's sent,From heaven,These days start to feel like hours and hours,Feel more like seconds,People judged us they couldn't see the,Connection,When I look at you, it's like I'm looking back,At my reflection,I don't see nothing different, our pigments,They coincide,We hold each other so tight they couldn't,Break us if they tried,My eyes are those of the blind, I see no color,Or size,I feel the love in your touch and I trust,What's inside your mind, ok,I know that we've been through a lot,I know that we both grew up,You know I missed you a lot,When I was young I was dumb,Didn't think you'd fit in my plot,And I appreciate the break because I love,What we got now,You give me chills and I can't imagine you,Leaving,If I could build a perfect person honestly you,Would be it,And you know nobody knows you like I know,You,I can't wait to come back home so I can hold,You,Something happens when I hold her,She keeps my heart from getting older,When the days get short and the nights get a,Little bit colder,We hold each other,We hold each other,We hold each other,We hold each other,We hold each other,We hold each other
,
,
",,
,Wildbirds & Peacedrums, Doubt/Hope,"You've been good enough they say,And I think I love it babe,But how can I be myself,If I don't have a spirit, a surface, or face?,And without faces showing my mood,And no spirit filling me,No you man is not good enough,No you man is a woman,Maybe,A noise,A noise,A noise,Maybe,Don't call me,Don't call me,Don't call me that,And,They will come through,Will come through,Will come through and save me,If I don't stop fighting my needs,You see baby,Inside is the greatest,Saying things I can't stop at this,Line up,And I can't see the signs,You see lives,Lines of the tiger,Doesn't mean this is all I need,And I knew I'd jump that branch,I'll stop fighting my spirit,Stop fighting,Maybe just a little hope may be it,Maybe,A noise,A noise,A noise,Maybe,Don't call me,Don't call me,Don't call me that,And,They will come through,Will come through,Will come and save me,If I don't stop fighting my needs,(x3),Just a little hope may be it,Beware,Just a little hope may be everywhere,Just a little hope may be everywhere
,
,
",,
